IDCOLABORADOR,IDADE,INSATISTFEITO,STATUSCIVIL,GENERO,NOME,SETOR,CARGO,CEP,NIVELEDUCACAO,FORMACAO,RENDAMENSAL,DESCONTOULTIMAFATURA,ANONAEMPRESA,ANOSMESMAPOSICAO,ANOSDESDEULTIMAPROMOCAO
1618,39,Nao,Casado,Masculino,Otavio Barros,Saude,Diretor de Manufatura,10,5,Medicina,3835,Nao,7,7,7
1619,27,Nao,Divorciado,Masculino,Pedro Santos,Saude,Tecnico de Laboratorio,19,3,Outros,16290,Nao,7,7,0
1621,35,Nao,Casado,Masculino,Ravi Rodrigues,Saude,Pesquisador,18,5,Ciencias Sociais,26312,Nao,16,15,1
1623,21,Nao,Solteiro,Masculino,Theo Costa,Saude,Pesquisador,5,1,Medicina,26009,Nao,2,2,2
1627,39,Nao,Divorciado,Masculino,Diego Costa,Saude,Tecnico de Laboratorio,3,2,Medicina,10302,Nao,10,8,0
1631,37,Nao,Casado,Masculino,Gabriel Oliveira,Saude,Diretor de Manufatura,19,3,Ciencias Sociais,26493,Nao,4,3,0
1639,35,Sim,Casado,Masculino,Henrique Ferreira,Alimentos,Auditor,10,3,Medicina,21530,Nao,13,12,6
1642,44,Nao,Casado,Masculino,Joao Nunes,Medicamentos,Tecnico de TI,1,5,Recursos Humanos,10503,Sim,10,7,0
1644,48,Nao,Casado,Masculino,Lorenzo Martins,Saude,Gestor,4,5,Medicina,5602,Nao,2,2,2
1645,35,Sim,Divorciado,Masculino,Miguel Teixeira,Alimentos,Auditor,,2,Medicina,22098,Sim,2,2,2
1648,27,Nao,Solteiro,Masculino,Nicolas Dias,Saude,Pesquisador,2,3,Medicina,6297,Nao,4,2,1
1649,40,Sim,Solteiro,Masculino,Otavio Barros,Saude,Tecnico de Laboratorio,7,3,Ciencias Sociais,3339,Sim,4,2,0
1650,29,Nao,Solteiro,Masculino,Pedro Santos,Alimentos,Auditor,10,3,Medicina,23413,Nao,5,2,1
1653,25,Nao,Divorciado,Masculino,Ravi Rodrigues,Saude,Diretor de Manufatura,2,1,Ciencias Sociais,4973,Nao,7,7,0
1654,39,Nao,Casado,Masculino,Theo Costa,Saude,Diretor de Manufatura,12,3,Medicina,7693,Nao,5,4,1
1659,36,Nao,Solteiro,Masculino,Diego Costa,Saude,Tecnico de Laboratorio,7,3,Ciencias Sociais,10950,Nao,4,3,1
1664,36,Nao,Divorciado,Masculino,Gabriel Oliveira,Saude,Representante da Saude,3,2,Ciencias Sociais,26308,Nao,5,4,0
1666,43,Nao,Casado,Masculino,Henrique Ferreira,Saude,Diretor de Pesquisa,15,2,Ciencias Sociais,3525,Nao,14,10,6
1667,35,Sim,Solteiro,Masculino,Joao Nunes,Alimentos,Auditor,12,4,Outros,10414,Sim,11,9,6
1668,38,Nao,Casado,Masculino,Lorenzo Martins,Saude,Pesquisador,1,3,Ciencias Sociais,9867,Nao,13,11,2
1669,29,Nao,Divorciado,Masculino,Miguel Teixeira,Alimentos,Auditor,5,3,Medicina,3356,Sim,10,0,0
1670,33,Nao,Divorciado,Masculino,Nicolas Dias,Alimentos,Auditor,2,4,Medicina,3921,Nao,6,2,0
1671,32,Nao,Divorciado,Masculino,Otavio Barros,Saude,Pesquisador,2,3,Medicina,25518,Nao,9,5,1
1677,49,Nao,Solteiro,Masculino,Pedro Santos,Saude,Gestor,1,3,Ciencias Sociais,22384,Nao,8,7,0
1678,41,Nao,Solteiro,Masculino,Ravi Rodrigues,Alimentos,Auditor,23,2,Ciencias Sociais,11591,Sim,2,0,0
1680,20,Nao,Solteiro,Masculino,Theo Costa,Alimentos,Representante de Setor,9,1,Ciencias Sociais,21082,Nao,2,2,0
1682,36,Nao,Casado,Masculino,Eduardo Mendes,Saude,Representante da Saude,26,4,Ciencias Sociais,7419,Nao,3,2,0
1684,23,Sim,Solteiro,Masculino,Francisco Lopes,Saude,Tecnico de Laboratorio,8,1,Medicina,20586,Sim,5,4,1
1689,53,Nao,Casado,Masculino,Guilherme Oliveira,Saude,Representante da Saude,24,4,Medicina,3458,Nao,4,3,1
1692,32,Sim,Solteiro,Masculino,Joao Ferreira,Saude,Tecnico de Laboratorio,2,4,Ciencias Sociais,24852,Nao,1,0,0
1693,26,Nao,Solteiro,Masculino,Lorenzo Nunes,Saude,Tecnico de Laboratorio,7,3,Medicina,11925,Nao,7,7,5
1694,55,Nao,Divorciado,Masculino,Miguel Martins,Saude,Pesquisador,22,3,Formacao Tecnica,23737,Nao,4,2,1
1696,34,Nao,Casado,Masculino,Nicolas Teixeira,Saude,Tecnico de Laboratorio,5,2,Medicina,11912,Nao,15,10,4
1697,60,Nao,Divorciado,Masculino,Otavio Dias,Saude,Representante da Saude,1,4,Medicina,20467,Nao,1,0,0
1698,33,Nao,Casado,Masculino,Pedro Barros,Saude,Tecnico de Laboratorio,21,3,Medicina,13637,Nao,14,11,2
1700,37,Nao,Divorciado,Masculino,Ravi Santos,Alimentos,Auditor,1,4,Medicina,7677,Nao,6,3,1
1702,23,Sim,Divorciado,Masculino,Theo Costa,Alimentos,Representante de Setor,7,3,Ciencias Sociais,25103,Sim,3,2,0
1704,35,Nao,Solteiro,Masculino,Eduardo Mendes,Saude,Pesquisador,2,4,Medicina,13970,Sim,5,4,1
1706,43,Nao,Casado,Masculino,Francisco Lopes,Alimentos,Auditor,2,3,Medicina,6069,Sim,10,9,8
1707,24,Nao,Casado,Masculino,Guilherme Oliveira,Saude,Pesquisador,9,3,Medicina,17616,Nao,5,3,0
1708,41,Nao,Solteiro,Masculino,Joao Ferreira,Alimentos,Auditor,6,3,Marketing,15869,Nao,10,8,8
1712,45,Nao,Casado,Masculino,Lorenzo Nunes,Saude,Representante da Saude,1,1,Ciencias Sociais,3395,Nao,23,15,14
1714,24,Sim,Casado,Masculino,Miguel Martins,Medicamentos,Tecnico de TI,,1,Recursos Humanos,11585,Nao,1,0,0
1716,47,Sim,Casado,Masculino,Nicolas Teixeira,Alimentos,Auditor,9,3,Ciencias Sociais,24164,Nao,23,5,14
1718,26,Nao,Casado,Masculino,Otavio Dias,Saude,Tecnico de Laboratorio,17,4,Medicina,6217,Nao,3,2,0
1720,32,Nao,Casado,Masculino,Pedro Barros,Saude,Pesquisador,10,3,Ciencias Sociais,17360,Nao,5,2,1
1721,31,Nao,Casado,Masculino,Ravi Santos,Saude,Tecnico de Laboratorio,2,4,Ciencias Sociais,18103,Nao,5,2,0
1722,41,Nao,Casado,Masculino,Theo Costa,Medicamentos,Tecnico de TI,4,3,Recursos Humanos,20794,Nao,3,2,1
1725,24,Nao,Divorciado,Masculino,Eduardo Mendes,Saude,Tecnico de Laboratorio,29,1,Medicina,3622,Nao,6,2,1
1727,46,Nao,Solteiro,Masculino,Francisco Lopes,Saude,Representante da Saude,13,4,Ciencias Sociais,9697,Nao,10,7,0
1728,35,Nao,Casado,Masculino,Guilherme Oliveira,Saude,Diretor de Manufatura,27,4,Ciencias Sociais,5151,Nao,7,7,0
1729,30,Nao,Casado,Masculino,Joao Ferreira,Saude,Pesquisador,16,1,Ciencias Sociais,3811,Nao,10,0,0
1731,47,Nao,Casado,Masculino,Lorenzo Nunes,Alimentos,Auditor,2,4,Marketing,3536,Nao,1,0,0
1732,46,Nao,Divorciado,Masculino,Miguel Martins,Alimentos,Auditor,2,3,Ciencias Sociais,5596,Sim,10,6,0
1733,36,Sim,Divorciado,Masculino,Nicolas Teixeira,Alimentos,Auditor,13,5,Marketing,8658,Sim,2,2,2
1734,32,Sim,Solteiro,Masculino,Otavio Dias,Alimentos,Auditor,1,2,Ciencias Sociais,12147,Nao,0,0,0
1737,39,Nao,Casado,Masculino,Pedro Barros,Saude,Tecnico de Laboratorio,1,3,Ciencias Sociais,8989,Sim,9,8,5
1739,32,Nao,Casado,Masculino,Ravi Santos,Alimentos,Auditor,19,3,Ciencias Sociais,3840,Nao,4,3,0
1740,40,Nao,Solteiro,Masculino,Theo Costa,Alimentos,Gestor,7,4,Medicina,4349,Nao,21,8,12
1746,24,Nao,Casado,Masculino,Eduardo Mendes,Medicamentos,Tecnico de TI,10,3,Medicina,2097,Nao,2,2,2
1749,31,Nao,Casado,Masculino,Francisco Lopes,Alimentos,Auditor,5,3,Formacao Tecnica,20943,Nao,5,2,0
1753,29,Nao,Solteiro,Masculino,Guilherme Oliveira,Saude,Representante da Saude,1,3,Ciencias Sociais,23060,Sim,3,2,0
1754,30,Nao,Divorciado,Masculino,Joao Ferreira,Alimentos,Auditor,15,2,Marketing,3088,Nao,7,7,1
1755,34,Nao,Casado,Masculino,Lorenzo Nunes,Saude,Pesquisador,2,4,Medicina,5586,Sim,5,0,1
1761,31,Sim,Casado,Masculino,Miguel Martins,Alimentos,Auditor,16,4,Marketing,19002,Nao,1,0,0
1763,30,Nao,Casado,Masculino,Nicolas Teixeira,Saude,Representante da Saude,16,3,Ciencias Sociais,9128,Nao,7,0,1
1764,32,Nao,Solteiro,Masculino,Otavio Dias,Saude,Pesquisador,5,4,Formacao Tecnica,17674,Nao,7,7,0
1766,38,Nao,Casado,Masculino,Pedro Barros,Saude,Representante da Saude,18,3,Medicina,24539,Sim,1,0,1
1767,43,Sim,Casado,Masculino,Ravi Santos,Saude,Pesquisador,17,3,Formacao Tecnica,15587,Sim,1,0,0
1768,42,Nao,Divorciado,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,12,3,Medicina,8952,Nao,5,3,0
1770,55,Nao,Casado,Masculino,Eduardo Mendes,Saude,Diretor de Pesquisa,2,3,Medicina,19805,Nao,1,0,0
1771,33,Nao,Divorciado,Masculino,Francisco Lopes,Saude,Pesquisador,4,3,Formacao Tecnica,6194,Nao,9,8,1
1772,41,Nao,Divorciado,Masculino,Guilherme Oliveira,Saude,Tecnico de Laboratorio,9,4,Ciencias Sociais,20520,Nao,5,3,0
1774,34,Nao,Divorciado,Masculino,Joao Ferreira,Alimentos,Auditor,10,3,Ciencias Sociais,12313,Sim,15,14,0
1778,43,Nao,Solteiro,Masculino,Otavio Santos,Medicamentos,Tecnico de TI,2,3,Ciencias Sociais,5033,Nao,9,7,1
1780,21,Sim,Solteiro,Masculino,Ravi Rodrigues,Alimentos,Representante de Setor,7,1,Marketing,4567,Nao,1,0,1
1787,37,Nao,Casado,Masculino,Theo Costa,Alimentos,Auditor,9,2,Marketing,8800,Nao,5,2,0
1789,46,Nao,Divorciado,Masculino,Caio Mendes,Saude,Diretor de Pesquisa,2,4,Medicina,14218,Sim,2,1,2
1790,36,Nao,Casado,Masculino,Davi Lopes,Saude,Representante da Saude,,3,Ciencias Sociais,25949,Sim,12,8,5
1792,44,Sim,Divorciado,Masculino,Enzo Oliveira,Saude,Pesquisador,1,2,Medicina,11092,Sim,5,3,2
1794,37,Nao,Divorciado,Masculino,Felipe Ferreira,Medicamentos,Tecnico de TI,8,2,Outros,12832,Nao,10,0,4
1797,35,Sim,Solteiro,Masculino,Gael Nunes,Alimentos,Auditor,27,3,Ciencias Sociais,13492,Sim,10,7,7
1798,33,Nao,Casado,Masculino,Heitor Martins,Saude,Pesquisador,8,4,Ciencias Sociais,6076,Nao,10,8,7
1799,28,Nao,Casado,Masculino,Ian Teixeira,Saude,Pesquisador,1,3,Ciencias Sociais,5531,Nao,5,3,0
1800,39,Nao,Solteiro,Masculino,Lorenzo Dias,Saude,Diretor de Pesquisa,10,1,Medicina,7914,Nao,4,3,2
1801,46,Nao,Solteiro,Masculino,Miguel Barros,Alimentos,Auditor,26,2,Ciencias Sociais,25166,Nao,2,2,2
1803,42,Nao,Casado,Masculino,Otavio Santos,Saude,Representante da Saude,13,3,Medicina,5696,Nao,0,0,0
1804,35,Nao,Divorciado,Masculino,Ravi Rodrigues,Saude,Diretor de Manufatura,2,2,Medicina,24442,Nao,7,7,1
1805,38,Nao,Divorciado,Masculino,Theo Costa,Medicamentos,Tecnico de TI,2,3,Recursos Humanos,7129,Nao,11,10,3
1807,34,Sim,Casado,Masculino,Caio Mendes,Saude,Tecnico de Laboratorio,9,4,Ciencias Sociais,6208,Nao,7,1,0
1809,37,Sim,Solteiro,Masculino,Davi Lopes,Saude,Diretor de Manufatura,10,4,Medicina,4992,Nao,10,3,0
1812,39,Nao,Divorciado,Masculino,Enzo Oliveira,Alimentos,Auditor,20,3,Ciencias Sociais,19188,Nao,2,1,2
1813,43,Nao,Solteiro,Masculino,Felipe Ferreira,Saude,Pesquisador,9,3,Ciencias Sociais,24978,Nao,3,2,1
1814,41,Nao,Solteiro,Masculino,Gael Nunes,Saude,Representante da Saude,5,3,Ciencias Sociais,15530,Nao,3,2,1
1823,34,Nao,Casado,Masculino,Heitor Martins,Alimentos,Auditor,8,2,Formacao Tecnica,22128,Nao,10,8,4
1824,58,Nao,Divorciado,Masculino,Ian Teixeira,Alimentos,Gestor,2,3,Medicina,22577,Nao,16,9,14
1826,35,Nao,Casado,Masculino,Lorenzo Dias,Saude,Tecnico de Laboratorio,23,4,Medicina,9696,Nao,5,4,0
1836,26,Nao,Solteiro,Masculino,Miguel Barros,Alimentos,Auditor,10,3,Medicina,9125,Nao,5,3,1
1837,58,Nao,Casado,Masculino,Otavio Santos,Saude,Diretor de Pesquisa,15,4,Ciencias Sociais,21624,Sim,2,2,2
1842,31,Sim,Casado,Masculino,Ravi Rodrigues,Medicamentos,Tecnico de TI,18,5,Recursos Humanos,21495,Nao,1,0,0
1844,29,Sim,Divorciado,Masculino,Theo Costa,Medicamentos,Tecnico de TI,13,3,Recursos Humanos,3157,Sim,2,2,2
1849,43,Nao,Casado,Masculino,Diego Costa,Alimentos,Auditor,2,4,Ciencias Sociais,19246,Nao,7,7,7
1852,29,Nao,Casado,Masculino,Gabriel Oliveira,Saude,Tecnico de Laboratorio,20,1,Medicina,7003,Nao,11,8,3
1853,32,Nao,Solteiro,Masculino,Henrique Ferreira,Alimentos,Auditor,10,4,Marketing,26075,Nao,0,0,0
1854,42,Nao,Casado,Masculino,Joao Nunes,Saude,Pesquisador,10,4,Formacao Tecnica,6161,Nao,6,3,3
1857,46,Nao,Divorciado,Masculino,Lorenzo Martins,Saude,Diretor de Manufatura,2,2,Ciencias Sociais,19989,Nao,9,8,4
1858,28,Nao,Divorciado,Masculino,Miguel Teixeira,Medicamentos,Tecnico de TI,1,2,Ciencias Sociais,10494,Nao,3,2,2
1859,29,Nao,Divorciado,Masculino,Nicolas Dias,Saude,Representante da Saude,29,1,Ciencias Sociais,21143,Nao,7,0,1
1860,42,Nao,Solteiro,Masculino,Otavio Barros,Saude,Tecnico de Laboratorio,8,3,Ciencias Sociais,13624,Nao,0,0,0
1862,32,Sim,Solteiro,Masculino,Pedro Santos,Alimentos,Auditor,2,4,Marketing,26186,Sim,2,2,2
1865,29,Nao,Casado,Masculino,Ravi Rodrigues,Medicamentos,Tecnico de TI,6,1,Medicina,15434,Nao,1,0,0
1867,48,Nao,Casado,Masculino,Theo Costa,Saude,Diretor de Pesquisa,,3,Ciencias Sociais,13583,Nao,22,10,12
1868,29,Sim,Solteiro,Masculino,Diego Costa,Saude,Pesquisador,24,2,Ciencias Sociais,14753,Sim,1,0,1
1871,39,Nao,Divorciado,Masculino,Gabriel Oliveira,Saude,Pesquisador,19,4,Outros,5141,Nao,2,2,2
1873,55,Nao,Casado,Masculino,Henrique Ferreira,Saude,Pesquisador,2,4,Formacao Tecnica,7975,Nao,5,2,0
1876,30,Sim,Solteiro,Masculino,Joao Nunes,Alimentos,Representante de Setor,9,3,Medicina,16019,Nao,1,0,0
1878,22,Sim,Solteiro,Masculino,Lorenzo Martins,Saude,Pesquisador,7,1,Ciencias Sociais,26092,Sim,1,0,0
1881,31,Nao,Divorciado,Masculino,Miguel Teixeira,Saude,Tecnico de Laboratorio,20,3,Ciencias Sociais,18624,Nao,10,8,0
1882,34,Nao,Casado,Masculino,Nicolas Dias,Alimentos,Auditor,4,3,Ciencias Sociais,24444,Sim,5,3,1
1883,29,Nao,Solteiro,Masculino,Otavio Barros,Saude,Tecnico de Laboratorio,7,3,Ciencias Sociais,19384,Nao,3,2,1
1885,37,Nao,Casado,Masculino,Pedro Santos,Saude,Pesquisador,7,4,Medicina,13588,Sim,5,3,0
1890,36,Nao,Solteiro,Masculino,Ravi Rodrigues,Medicamentos,Tecnico de TI,2,1,Recursos Humanos,4223,Nao,10,1,0
1892,40,Nao,Divorciado,Masculino,Theo Costa,Saude,Gestor,1,4,Ciencias Sociais,18991,Nao,19,7,11
1903,44,Nao,Casado,Masculino,Diego Costa,Saude,Representante da Saude,1,4,Ciencias Sociais,9364,Nao,2,0,2
1905,34,Sim,Casado,Masculino,Gabriel Oliveira,Saude,Pesquisador,16,4,Formacao Tecnica,14460,Sim,5,2,3
1907,56,Sim,Solteiro,Masculino,Henrique Ferreira,Saude,Tecnico de Laboratorio,24,2,Ciencias Sociais,10261,Nao,4,2,1
1908,36,Nao,Casado,Masculino,Joao Nunes,Alimentos,Auditor,17,2,Marketing,16822,Nao,4,2,1
1911,42,Nao,Casado,Masculino,Lorenzo Martins,Saude,Diretor de Pesquisa,6,3,Medicina,14842,Nao,13,7,5
1918,26,Nao,Casado,Masculino,Miguel Teixeira,Saude,Tecnico de Laboratorio,6,3,Outros,7102,Nao,7,7,7
1922,45,Nao,Solteiro,Masculino,Nicolas Dias,Saude,Representante da Saude,1,4,Medicina,14511,Nao,4,2,0
1924,33,Nao,Solteiro,Masculino,Otavio Barros,Alimentos,Auditor,10,4,Marketing,10410,Nao,10,4,0
1927,28,Nao,Casado,Masculino,Pedro Santos,Alimentos,Auditor,1,2,Ciencias Sociais,19255,Sim,7,7,0
1928,29,Sim,Solteiro,Masculino,Ravi Rodrigues,Alimentos,Representante de Setor,24,3,Formacao Tecnica,10642,Nao,1,0,0
1931,27,Nao,Casado,Masculino,Theo Costa,Saude,Pesquisador,,4,Formacao Tecnica,6073,Nao,5,3,1
1932,34,Nao,Casado,Masculino,Diego Costa,Saude,Pesquisador,22,4,Outros,26496,Sim,15,10,6
1934,47,Nao,Casado,Masculino,Gabriel Oliveira,Saude,Pesquisador,14,4,Formacao Tecnica,2125,Nao,8,7,1
1936,39,Nao,Casado,Masculino,Henrique Ferreira,Saude,Diretor de Manufatura,9,2,Medicina,12315,Nao,10,0,7
1940,38,Nao,Divorciado,Masculino,Joao Nunes,Saude,Pesquisador,9,2,Ciencias Sociais,14293,Nao,5,2,0
1941,49,Nao,Casado,Masculino,Lorenzo Martins,Saude,Diretor de Pesquisa,2,1,Ciencias Sociais,13738,Nao,5,4,4
1943,42,Nao,Divorciado,Masculino,Miguel Teixeira,Alimentos,Auditor,12,4,Marketing,2900,Sim,0,0,0
1945,35,Nao,Casado,Masculino,Nicolas Dias,Alimentos,Auditor,18,4,Medicina,15975,Nao,5,3,0
1947,28,Nao,Solteiro,Masculino,Otavio Barros,Saude,Pesquisador,16,3,Medicina,2122,Nao,5,3,1
1948,31,Nao,Divorciado,Masculino,Pedro Santos,Saude,Pesquisador,3,2,Medicina,3995,Sim,4,2,2
1949,36,Nao,Casado,Masculino,Ravi Rodrigues,Saude,Tecnico de Laboratorio,9,4,Ciencias Sociais,9238,Nao,5,4,0
1950,34,Nao,Solteiro,Masculino,Theo Costa,Alimentos,Auditor,1,3,Marketing,6770,Nao,14,8,2
1951,34,Nao,Divorciado,Masculino,Diego Costa,Alimentos,Auditor,13,4,Medicina,22914,Nao,8,7,1
1952,26,Nao,Solteiro,Masculino,Gabriel Oliveira,Saude,Tecnico de Laboratorio,1,3,Medicina,20006,Nao,7,7,7
1954,29,Nao,Casado,Masculino,Henrique Ferreira,Saude,Representante da Saude,1,3,Ciencias Sociais,6225,Nao,5,3,0
1956,31,Nao,Casado,Masculino,Joao Nunes,Saude,Pesquisador,1,3,Ciencias Sociais,5771,Nao,10,8,8
1960,28,Sim,Divorciado,Masculino,Lorenzo Martins,Saude,Tecnico de Laboratorio,17,3,Formacao Tecnica,18779,Nao,4,1,0
1961,38,Nao,Solteiro,Masculino,Miguel Teixeira,Alimentos,Representante de Setor,1,3,Ciencias Sociais,11473,Nao,1,0,0
1965,27,Nao,Solteiro,Masculino,Nicolas Dias,Alimentos,Auditor,9,3,Marketing,5099,Nao,7,7,0
1966,32,Nao,Solteiro,Masculino,Otavio Barros,Saude,Diretor de Manufatura,5,4,Ciencias Sociais,10138,Nao,1,0,0
1967,31,Sim,Casado,Masculino,Pedro Santos,Alimentos,Auditor,26,4,Marketing,21075,Sim,10,7,0
1968,53,Sim,Solteiro,Masculino,Ravi Rodrigues,Alimentos,Auditor,24,4,Ciencias Sociais,5843,Sim,2,2,2
1970,33,Nao,Divorciado,Masculino,Theo Costa,Saude,Representante da Saude,7,2,Ciencias Sociais,18079,Nao,9,7,2
1971,43,Nao,Casado,Masculino,Eduardo Mendes,Saude,Representante da Saude,11,3,Ciencias Sociais,16873,Nao,10,9,0
1972,38,Nao,Casado,Masculino,Francisco Lopes,Medicamentos,Tecnico de TI,1,4,Outros,5224,Sim,6,2,1
1973,55,Nao,Casado,Masculino,Guilherme Oliveira,Medicamentos,Gestor,26,4,Recursos Humanos,25811,Sim,10,9,1
1975,39,Nao,Solteiro,Masculino,Joao Ferreira,Alimentos,Auditor,15,4,Marketing,25098,Nao,20,8,11
1976,42,Nao,Solteiro,Masculino,Lorenzo Nunes,Saude,Pesquisador,23,2,Ciencias Sociais,14811,Nao,20,9,3
1981,24,Nao,Solteiro,Masculino,Miguel Martins,Saude,Representante da Saude,1,2,Ciencias Sociais,14120,Nao,4,3,1
1982,23,Nao,Solteiro,Masculino,Nicolas Teixeira,Saude,Tecnico de Laboratorio,12,2,Outros,13672,Nao,5,2,1
1989,30,Nao,Casado,Masculino,Otavio Dias,Saude,Tecnico de Laboratorio,1,2,Medicina,4077,Nao,12,8,1
1992,25,Nao,Divorciado,Masculino,Pedro Barros,Saude,Tecnico de Laboratorio,2,1,Outros,7298,Sim,2,2,0
1993,47,Nao,Solteiro,Masculino,Ravi Santos,Saude,Representante da Saude,25,3,Medicina,13084,Nao,17,14,12
1994,33,Nao,Divorciado,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,,2,Medicina,20439,Nao,1,1,0
1995,38,Nao,Casado,Masculino,Eduardo Mendes,Alimentos,Auditor,1,4,Ciencias Sociais,7636,Nao,15,13,5
1996,31,Nao,Casado,Masculino,Francisco Lopes,Alimentos,Representante de Setor,2,2,Ciencias Sociais,6393,Nao,2,2,1
1997,38,Nao,Casado,Masculino,Guilherme Oliveira,Saude,Diretor de Manufatura,6,4,Ciencias Sociais,14284,Nao,8,3,7
1998,42,Nao,Divorciado,Masculino,Joao Ferreira,Saude,Pesquisador,18,4,Ciencias Sociais,11189,Sim,4,3,1
1999,41,Nao,Casado,Masculino,Lorenzo Nunes,Saude,Pesquisador,1,3,Ciencias Sociais,21412,Nao,5,3,1
2003,35,Nao,Casado,Masculino,Miguel Martins,Saude,Tecnico de Laboratorio,11,4,Medicina,20232,Sim,2,2,2
2007,22,Nao,Solteiro,Masculino,Nicolas Teixeira,Saude,Pesquisador,1,2,Ciencias Sociais,17624,Nao,3,2,1
2008,35,Nao,Solteiro,Masculino,Otavio Dias,Saude,Pesquisador,9,4,Medicina,18698,Nao,10,7,0
2012,40,Nao,Casado,Masculino,Pedro Barros,Saude,Tecnico de Laboratorio,1,4,Ciencias Sociais,4060,Nao,1,0,0
2013,32,Nao,Casado,Masculino,Ravi Santos,Alimentos,Representante de Setor,1,4,Medicina,18024,Nao,2,2,2
2014,39,Nao,Solteiro,Masculino,Theo Costa,Saude,Pesquisador,24,1,Ciencias Sociais,5340,Nao,7,7,1
2019,52,Nao,Divorciado,Masculino,Eduardo Mendes,Alimentos,Representante de Setor,29,4,Ciencias Sociais,19788,Nao,9,8,0
2020,44,Nao,Solteiro,Masculino,Francisco Lopes,Saude,Pesquisador,1,3,Medicina,13422,Sim,4,3,1
2021,21,Nao,Solteiro,Masculino,Guilherme Oliveira,Alimentos,Representante de Setor,5,1,Medicina,25479,Sim,2,2,1
2022,39,Nao,Solteiro,Masculino,Joao Ferreira,Saude,Gestor,9,3,Ciencias Sociais,15302,Nao,6,0,1
2023,23,Sim,Casado,Masculino,Lorenzo Nunes,Alimentos,Representante de Setor,9,3,Marketing,26956,Nao,1,0,1
2026,56,Nao,Divorciado,Masculino,Miguel Martins,Saude,Representante da Saude,1,4,Ciencias Sociais,26236,Nao,13,12,1
2027,29,Sim,Casado,Masculino,Nicolas Teixeira,Saude,Pesquisador,1,4,Medicina,26124,Sim,2,2,2
2031,42,Nao,Casado,Masculino,Otavio Dias,Saude,Gestor,2,3,Ciencias Sociais,17312,Nao,22,6,4
2032,56,Sim,Casado,Masculino,Pedro Barros,Saude,Tecnico de Laboratorio,7,2,Formacao Tecnica,3666,Nao,10,9,9
2036,36,Nao,Divorciado,Masculino,Ravi Santos,Alimentos,Auditor,15,4,Marketing,10436,Nao,15,12,11
2037,41,Nao,Divorciado,Masculino,Theo Costa,Alimentos,Auditor,3,3,Ciencias Sociais,12227,Nao,5,4,0
2038,32,Nao,Solteiro,Masculino,Eduardo Mendes,Saude,Pesquisador,2,3,Formacao Tecnica,11288,Nao,4,2,1
2044,50,Sim,Divorciado,Masculino,Francisco Lopes,Alimentos,Auditor,1,4,Ciencias Sociais,14255,Nao,6,3,0
2048,40,Nao,Solteiro,Masculino,Guilherme Oliveira,Saude,Pesquisador,2,4,Ciencias Sociais,2725,Nao,2,2,2
2049,35,Nao,Casado,Masculino,Joao Ferreira,Saude,Representante da Saude,18,4,Ciencias Sociais,24594,Sim,10,2,0
2053,29,Nao,Casado,Masculino,Lorenzo Nunes,Saude,Tecnico de Laboratorio,13,2,Outros,23679,Sim,4,3,0
2055,50,Sim,Divorciado,Masculino,Miguel Martins,Alimentos,Auditor,28,3,Marketing,16586,Sim,3,2,2
2057,31,Nao,Solteiro,Masculino,Nicolas Teixeira,Saude,Diretor de Manufatura,5,3,Medicina,3787,Nao,9,4,1
2061,36,Nao,Casado,Masculino,Otavio Dias,Saude,Tecnico de Laboratorio,23,2,Medicina,12290,Nao,5,2,0
2062,39,Nao,Casado,Masculino,Pedro Barros,Saude,Representante da Saude,6,1,Medicina,21457,Nao,7,7,1
2064,27,Nao,Casado,Masculino,Ravi Santos,Saude,Diretor de Manufatura,4,3,Ciencias Sociais,5174,Sim,6,2,0
2065,49,Nao,Casado,Masculino,Theo Costa,Alimentos,Auditor,2,3,Medicina,13243,Nao,9,6,0
2068,34,Nao,Casado,Masculino,Eduardo Mendes,Saude,Tecnico de Laboratorio,,3,Medicina,10228,Nao,4,3,1
